Vehicle,Days,Distance,HardBrakes,HardAccelerations,NightTime_Pct,VehicleType,Loss
21347,365,14736,27,136,0.02,Truck,0
21348,365,19034,1,52,0.068,Truck,1
21349,365,25199,236,48,0.044,Minivan,0
21350,365,15275,63,8,0.002,SUV,0
21351,365,12019,101,27,0.009,Truck,0
21352,365,18545,158,339,0.02,SUV,0
21353,365,12280,14,37,0,Car,0
21354,365,11677,3,438,0,Car,0
21355,365,12022,42,97,0,Truck,0
21356,365,6478,130,3,0.022,SUV,0
21357,365,14393,222,225,0.004,Car,0
21358,365,18964,151,255,0.038,Truck,1
21359,365,18276,28,217,0.027,Car,0
21360,365,12020,196,53,0.102,Car,0
21361,365,12677,21,235,0.037,Car,0
21362,365,12934,216,28,0,Truck,0
21363,365,13292,60,39,0.141,Truck,1
21364,365,21629,43,32,0.065,Car,0
21365,365,9601,125,6,0.029,Truck,0
21366,365,13897,59,32,0.064,Car,0
21367,365,17337,209,58,0.046,Truck,0
21368,365,17124,58,129,0,SUV,0
21369,365,10681,277,1,0.041,Truck,0
21370,365,12613,29,1,0.006,Car,0
21371,365,10378,312,109,0.048,Truck,0
21372,365,10321,101,13,0.019,SUV,1
21373,365,22151,184,14,0.001,Truck,0
21374,365,6554,25,3,0.067,Car,0
21375,365,14185,109,195,0,SUV,0
21376,365,14236,9,70,0.007,Car,0
21377,365,13007,24,197,0.095,Truck,0
21378,365,9794,16,160,0.006,Car,1
21379,365,7473,83,13,0,SUV,0
21380,365,19116,128,15,0.024,SUV,0
21381,365,12015,28,2,0.065,Truck,0
21382,365,13360,82,51,0.001,Truck,0
21383,365,8456,70,70,0.004,Truck,1
21384,365,4712,0,57,0.068,Truck,0
21385,365,13926,90,1,0,Minivan,0
21386,365,12961,711,80,0.002,SUV,1
21387,365,14290,23,17,0.001,Car,0
21388,365,8592,40,142,0.121,SUV,0
21389,365,12320,315,38,0.002,Car,0
21390,365,18012,316,48,0.001,Truck,0
21391,365,17433,220,154,0.033,Truck,0
21392,365,8941,38,366,0.087,Truck,0
21393,365,12333,115,14,0,Car,0
21394,365,13136,8,51,0.061,SUV,0
21395,365,16074,4,38,0.007,SUV,1
21396,365,19341,57,10,0.059,SUV,0
21397,365,6774,12,27,0.13,Truck,0
21398,365,7098,124,146,0,SUV,0
21399,365,9614,269,160,0,Truck,0
21400,365,11914,92,17,0,Car,0
21401,365,14058,11,2,0.011,Car,0
21402,365,18628,25,359,0.019,SUV,0
21403,365,13033,47,113,0,SUV,0
21404,365,6010,3,2,0.01,Truck,0
21405,365,19397,552,5,0.067,Truck,1
21406,365,15896,187,270,0.011,Truck,0
21407,365,13127,62,2,0.112,Truck,0
21408,365,10858,8,132,0,Truck,0
21409,365,14102,38,3,0.004,Car,0
21410,365,15199,259,84,0.01,Car,0
21411,365,5257,6,27,0.2,Minivan,0
21412,365,12595,102,161,0.094,SUV,0
21413,365,13544,76,2,0,Car,0
21414,365,11004,223,69,0.003,Car,0
21415,365,21881,361,1249,0.067,Truck,1
21416,365,17576,46,10,0.168,SUV,0
21417,365,13783,180,31,0.001,Truck,0
21418,365,14573,544,130,0,Truck,0
21419,365,10584,16,50,0.002,Truck,0
21420,365,7338,70,64,0.007,Truck,0
21421,365,13984,211,34,0.004,Truck,1
21422,365,14410,411,1,0.009,Truck,0
21423,365,9687,11,13,0,SUV,1
21424,365,16927,744,0,0.299,Truck,0
21425,365,15943,162,207,0.019,SUV,1
21426,365,14024,113,68,0.05,Truck,1
21427,365,4519,66,8,0.041,Car,0
21428,365,18622,171,151,0.008,Car,0
21429,365,16723,185,69,0.003,SUV,0
21430,365,17938,157,87,0,Truck,0
21431,365,9820,214,124,0.022,Truck,0
21432,365,7432,24,18,0.002,Car,0
21433,365,11701,120,27,0.012,Truck,1
21434,365,14854,459,17,0,Car,0
21435,365,11771,411,57,0.003,Truck,0
21436,365,12026,181,94,0.003,Truck,0
21437,365,22438,253,29,0.079,SUV,0
21438,365,20496,337,57,0,Truck,0
21439,365,17564,30,105,0.001,SUV,0
21440,365,8955,239,75,0.001,Truck,0
21441,365,7850,54,225,0.002,SUV,0
21442,365,6653,75,0,0,Car,0
21443,365,14405,62,34,0.035,Truck,0
21444,365,20474,52,25,0.004,Truck,0
21445,365,13873,185,124,0.218,Car,0
21446,365,19016,23,472,0.043,Car,0
21447,365,18389,72,43,0.131,SUV,0
21448,365,9749,202,206,0,Car,0
21449,365,14978,115,411,0.008,SUV,0
21450,365,7326,19,3,0.04,SUV,0
21451,365,15156,685,169,0.005,SUV,0
21452,365,17019,403,1214,0.036,Truck,0
21453,365,8924,16,144,0.122,Car,0
21454,365,12498,149,144,0.001,Truck,0
21455,365,10378,169,1,0.082,Car,0
21456,365,11521,10,188,0,Truck,0
21457,365,10499,118,9,0,Truck,0
21458,365,9982,307,86,0,SUV,0
21459,365,17362,76,170,0.167,SUV,0
21460,365,17801,71,149,0.079,Truck,0
21461,365,16397,46,242,0.006,Truck,1
21462,365,31434,612,844,0.008,Car,0
21463,365,8729,2,18,0,Minivan,0
21464,365,16840,122,3,0,Car,1
21465,365,14060,93,192,0,Truck,0
21466,365,13781,410,3,0.01,Car,0
21467,365,20780,350,11,0.364,Car,0
21468,365,18526,45,64,0.043,Truck,0
21469,365,15258,134,37,0.004,Truck,0
21470,365,15827,329,49,0.031,Truck,0
21471,365,11629,101,35,0.001,Car,0
21472,365,12792,153,40,0.007,Truck,0
21473,365,23490,3,188,0.012,Minivan,0
21474,365,10671,43,9,0,Truck,0
21475,365,14340,122,28,0.077,SUV,0
21476,365,19401,483,245,0,Truck,0
21477,365,16516,35,236,0.03,Car,0
21478,365,16673,272,20,0.005,Truck,0
21479,365,12437,23,72,0,Truck,1
21480,365,8445,135,21,0,SUV,0
21481,365,15713,125,65,0.061,Truck,0
21482,365,14687,332,14,0.003,Truck,0
21483,365,17164,12,215,0.04,Truck,1
21484,365,9913,65,54,0.035,Car,0
21485,365,18086,161,84,0.01,Car,0
21486,365,8218,60,71,0,Truck,1
21487,365,12094,78,35,0.094,SUV,0
21488,365,19990,138,25,0.002,Minivan,0
21489,365,14275,198,666,0.205,Car,0
21490,365,12090,103,13,0.168,Car,1
21491,365,4109,77,16,0.005,SUV,0
21492,365,16334,664,40,0.105,SUV,0
21493,365,11665,100,5,0.014,Car,0
21494,365,14726,120,92,0,Truck,0
21495,365,12483,60,205,0.043,SUV,0
21496,365,11784,88,13,0,SUV,0
21497,365,10876,101,3,0.002,Car,0
21498,365,17537,15,51,0.017,Car,0
21499,365,21327,103,367,0.009,SUV,0
21500,365,9475,338,6,0.074,SUV,0
21501,365,11552,235,67,0.053,Car,0
21502,365,11871,133,57,0.076,SUV,0
21503,365,9714,378,62,0.001,Car,0
21504,365,8005,100,12,0.001,SUV,0
21505,365,16551,112,90,0.02,Car,0
21506,365,10970,6,45,0.307,Minivan,0
21507,365,19631,287,71,0.039,Truck,1
21508,365,13736,102,15,0.04,Minivan,1
21509,365,5490,3,11,0.001,SUV,0
21510,365,10331,181,171,0.009,Truck,0
21511,365,15299,45,34,0.006,Car,0
21512,365,20852,244,225,0.031,SUV,0
21513,365,9606,73,55,0.003,Truck,0
21514,365,12491,38,161,0,Car,0
21515,365,20830,278,20,0.003,Car,0
21516,365,13047,75,177,0.016,Truck,0
21517,365,9270,53,4,0.006,SUV,0
21518,365,13074,19,181,0,Truck,0
21519,365,18504,235,113,0.02,Car,0
21520,365,15657,66,72,0.022,SUV,0
21521,365,18379,66,291,0.043,Truck,0
21522,365,17661,359,199,0.002,SUV,0
21523,365,17067,523,55,0.008,Car,0
21524,365,15485,192,16,0.158,Truck,1
21525,365,9622,296,56,0.032,Truck,0
21526,365,13111,19,0,0,SUV,0
21527,365,10214,28,69,0,Truck,1
21528,365,19066,282,191,0.023,Truck,1
21529,365,10722,112,25,0,Truck,0
21530,365,10931,125,28,0.009,Car,1
21531,365,16224,101,115,0,Car,0
21532,365,13184,289,178,0,Truck,0
21533,365,19814,15,9,0,SUV,0
21534,365,18790,136,415,0,Truck,0
21535,365,14578,50,74,0.006,Truck,1
21536,365,10625,72,32,0,SUV,1
21537,365,10792,6,86,0.04,Car,0
21538,365,4780,31,27,0,Truck,0
21539,365,16661,651,49,0.002,Truck,1
21540,365,6986,28,6,0.003,Car,0
21541,365,5843,30,75,0.003,Truck,1
21542,365,15065,78,68,0.02,Car,0
21543,365,25317,352,26,0.077,Truck,0
21544,365,14926,101,47,0.036,SUV,0
21545,365,12697,382,144,0.032,SUV,0
21546,365,19182,713,68,0.008,Truck,0
21547,365,19178,623,10,0.005,Minivan,0
21548,365,14835,15,134,0,Minivan,0
21549,365,9280,57,16,0.007,Truck,0
21550,365,15123,99,461,0.059,SUV,1
21551,365,13035,118,41,0,Truck,1
21552,365,10879,141,36,0.002,Minivan,0
21553,365,15279,152,22,0.023,SUV,1
21554,365,14771,186,14,0.039,Car,0
21555,365,14977,265,337,0.001,SUV,0
21556,365,8270,85,87,0,Car,0
21557,365,6468,89,62,0.043,SUV,0
21558,365,9148,19,8,0.301,Car,0
21559,365,16799,98,209,0.001,Car,0
21560,365,15358,149,125,0.024,Truck,0
21561,365,9512,81,41,0.051,Truck,0
21562,365,13078,303,66,0.035,Car,0
21563,365,15465,45,54,0,Truck,0
21564,365,11531,112,173,0.001,Car,0
21565,365,13581,278,58,0.002,Truck,0
21566,365,17663,71,96,0.046,SUV,0
21567,365,12488,282,127,0.011,Car,0
21568,365,13395,120,0,0.004,Car,0
21569,365,18371,34,823,0.015,SUV,0
21570,365,9799,19,5,0,SUV,0
21571,365,9951,55,9,0.003,Car,1
21572,365,10132,192,131,0.022,Car,0
21573,365,16461,189,206,0,Truck,0
21574,365,8474,176,33,0.001,Truck,0
21575,365,12745,141,549,0.114,Truck,1
21576,365,11142,115,134,0,Truck,0
21577,365,20922,207,21,0.007,Truck,1
21578,365,16086,9,96,0.042,Car,0
21579,365,8854,31,1,0.001,SUV,0
21580,365,10995,198,159,0,Car,0
21581,365,11044,282,222,0.121,SUV,0
21582,365,12739,207,200,0.001,Minivan,0
21583,365,22003,59,104,0.136,Minivan,0
21584,365,18362,123,213,0.014,SUV,0
21585,365,7276,171,74,0,Truck,0
21586,365,9332,49,71,0.001,Minivan,0
21587,365,10797,15,47,0.024,Car,0
21588,365,17577,434,167,0.008,Car,1
21589,365,12288,99,175,0,Truck,1
21590,365,9994,141,16,0.014,Car,0
21591,365,14393,36,67,0.005,Truck,0
21592,365,7720,7,77,0,Truck,0
21593,365,11711,139,35,0.002,Truck,0
21594,365,12899,10,16,0.001,Car,0
21595,365,18325,144,40,0.096,Truck,0
21596,365,19232,156,44,0,Truck,0
21597,365,10105,24,77,0.116,Truck,0
21598,365,15527,110,29,0,Car,0
21599,365,14281,137,41,0,Car,1
21600,365,9658,26,62,0.057,Truck,0
21601,365,16186,129,56,0,SUV,1
21602,365,24827,0,53,0.012,Car,0
21603,365,9677,174,142,0,Truck,1
21604,365,6439,2,35,0.036,Car,0
21605,365,17160,178,8,0,Car,0
21606,365,17551,163,512,0,Truck,0
21607,365,9706,172,10,0,SUV,0
21608,365,12515,277,35,0.001,Car,0
21609,365,11010,190,77,0.005,Truck,0
21610,365,13801,15,105,0.076,Car,0
21611,365,12298,135,22,0.002,SUV,1
21612,365,8528,14,83,0.15,SUV,0
21613,365,14709,44,59,0.024,Truck,0
21614,365,16278,183,336,0.023,SUV,0
21615,365,17298,32,85,0.295,SUV,0
21616,365,8350,38,75,0,Truck,0
21617,365,13863,178,201,0.006,Truck,1
21618,365,13478,120,211,0.118,Car,0
21619,365,11642,244,54,0.001,Car,0
21620,365,5740,157,90,0.005,Truck,0
21621,365,19518,412,43,0.063,Truck,0
21622,365,6278,2,64,0.002,Car,0
21623,365,14289,384,76,0.011,Truck,0
21624,365,22388,117,155,0.122,Car,0
21625,365,13283,11910,2259,0.009,Truck,0
21626,365,14600,162,11,0,Truck,0
21627,365,8418,36,6,0.102,Car,0
21628,365,17016,277,2,0.368,Car,0
21629,365,15767,100,29,0.161,SUV,1
21630,365,10527,130,0,0.078,Car,0
21631,365,17280,212,171,0.047,Truck,0
21632,365,10435,299,17,0,SUV,0
21633,365,13330,608,53,0,Car,0
21634,365,9250,19,40,0.04,Truck,0
21635,365,12354,125,26,0.003,Car,0
21636,365,10438,66,34,0.044,SUV,1
21637,365,8739,20,259,0.018,SUV,0
21638,365,11468,23,355,0,Minivan,0
21639,365,10469,158,13,0.012,SUV,0
21640,365,17338,438,15,0.047,SUV,0
21641,365,18092,59,2,0,Truck,0
21642,365,15919,185,104,0,SUV,0
21643,365,9440,91,444,0.041,Truck,0
21644,365,17951,697,83,0.012,Truck,0
21645,365,8803,58,56,0.004,Car,0
21646,365,14728,213,106,0.028,SUV,0
21647,365,11908,292,2,0.015,Car,0
21648,365,11899,22,17,0.001,Car,1
21649,365,21491,19,234,0.003,Car,0
21650,365,13708,11,81,0.003,Truck,1
21651,365,20313,99,15,0.032,Car,0
21652,365,11173,269,203,0.059,Truck,0
21653,365,12315,3864,3412,0.01,Truck,0
21654,365,11632,124,1,0.005,Truck,0
21655,365,15735,74,218,0.007,Truck,1
21656,365,15977,309,3,0.012,SUV,0
21657,365,17833,38,124,0.001,Truck,0
21658,365,15679,65,2,0.002,Car,0
21659,365,11345,217,51,0.274,Car,1
21660,365,12283,122,202,0.045,Car,0
21661,365,27039,85,323,0.003,SUV,0
21662,365,13442,285,45,0.018,SUV,1
21663,365,14237,126,185,0.014,Car,0
21664,365,11514,126,13,0.007,Truck,0
21665,365,19901,149,11,0.012,SUV,0
21666,365,8099,88,26,0.048,Car,0
21667,365,15467,192,90,0.125,Minivan,0
21668,365,4970,121,27,0.025,SUV,0
21669,365,12731,197,220,0.017,SUV,0
21670,365,9951,184,8,0.121,Truck,0
21671,365,10981,64,159,0,Truck,0
21672,365,13755,202,219,0.466,Car,0
21673,365,19546,95,98,0,Car,1
21674,365,21024,23,129,0.014,Car,0
21675,365,8232,174,73,0.006,Minivan,0
21676,365,16209,441,37,0.03,Truck,1
21677,365,10156,67,73,0.056,Truck,0
21678,365,22064,150,35,0.049,Car,0
21679,365,18037,131,27,0.081,Car,0
21680,365,14215,39,58,0.161,Truck,0
21681,365,9961,270,2,0.042,SUV,1
21682,365,13189,32,306,0.019,Truck,0
21683,365,15963,17,153,0.001,Car,0
21684,365,13701,67,71,0.001,SUV,0
21685,365,7323,1,83,0.008,Car,0
21686,365,8864,154,147,0.005,SUV,1
21687,365,15294,347,77,0.033,Car,0
21688,365,13886,109,62,0.059,Car,0
21689,365,15751,119,29,0.011,Minivan,0
21690,365,15937,182,107,0,Truck,0
21691,365,18972,14,117,0.029,Truck,0
21692,365,15583,104,142,0,Truck,0
21693,365,13241,211,45,0.004,SUV,1
21694,365,19551,215,7,0.003,SUV,1
21695,365,11927,24,71,0.034,Truck,0
21696,365,15615,594,27,0.133,Truck,0
21697,365,9321,21,44,0,Truck,0
21698,365,11970,130,23,0.212,Truck,0
21699,365,21620,924,115,0.002,Truck,0
21700,365,14775,46,59,0,Truck,0
21701,365,17672,328,16,0.003,Truck,0
21702,365,9531,67,54,0.061,Minivan,0
21703,365,9976,28,160,0.16,Truck,0
21704,365,17098,835,17,0.04,Truck,0
21705,365,11704,59,56,0,Truck,0
21706,365,10459,122,8,0.377,SUV,1
21707,365,11620,497,136,0.051,Truck,0
21708,365,13241,2,15,0,Car,0
21709,365,10115,82,15,0.109,Car,0
21710,365,10815,298,68,0,SUV,0
21711,365,11701,5,37,0,Car,0
21712,365,8017,19,8,0.004,Car,0
21713,365,11010,42,15,0.008,SUV,0
21714,365,7944,186,5,0.004,Car,0
21715,365,9748,241,8,0.002,Truck,0
21716,365,8716,130,13,0.003,Car,0
21717,365,6407,29,70,0.011,Car,0
21718,365,10782,321,12,0.009,SUV,0
21719,365,11845,27,7,0.023,Truck,0
21720,365,11778,161,120,0.013,Car,0
21721,365,12821,206,173,0,Car,0
21722,365,15078,32,225,0.075,Car,0
21723,365,11802,211,12,0.041,SUV,0
21724,365,20702,10,72,0.001,Car,0
21725,365,21878,257,452,0,SUV,0
21726,365,15930,141,58,0.003,Truck,0
21727,365,23778,301,7,0.309,SUV,0
21728,365,26327,346,130,0,SUV,0
21729,365,19236,455,140,0.033,Car,0
21730,365,10325,49,167,0.011,Truck,1
21731,365,22202,87,4,0.007,Truck,0
21732,365,10992,200,106,0.156,SUV,0
21733,365,14365,44,19,0.133,Car,0
21734,365,16874,44,14,0.13,Car,0
21735,365,9168,106,1,0.001,Car,0
21736,365,15893,354,76,0.028,SUV,0
21737,365,13217,270,28,0.084,Car,0
21738,365,8639,411,7,0.024,Car,0
21739,365,15591,173,82,0.001,Car,0
21740,365,11305,43,39,0.006,Truck,0
21741,365,14951,14,29,0.005,Truck,0
21742,365,6792,113,92,0.011,Truck,0
21743,365,14953,453,21,0.005,Truck,0
21744,365,13930,316,97,0.007,Minivan,0
21745,365,15104,89,137,0.022,Car,0
21746,365,15647,101,402,0,Car,0
21747,365,19921,160,136,0.003,Truck,0
21748,365,16707,171,134,0.074,Truck,0
21749,365,21434,99,4,0,Car,0
21750,365,17670,8,53,0.001,Truck,0
21751,365,10874,34,6,0.002,SUV,0
21752,365,20994,389,404,0.074,SUV,0
21753,365,8712,1,14,0.065,SUV,0
21754,365,14134,52,16,0,Truck,0
21755,365,17431,362,419,0.051,Truck,0
21756,365,6118,24,34,0.004,SUV,0
21757,365,9503,130,127,0.012,Truck,0
21758,365,11558,58,23,0.034,Car,0
21759,365,14319,68,269,0.031,SUV,0
21760,365,16743,33,31,0.096,Car,0
21761,365,7681,158,43,0.005,SUV,0
21762,365,14069,64,39,0.001,Car,0
21763,365,16011,80,178,0.002,Truck,0
21764,365,13427,679,35,0.005,Car,0
21765,365,10097,124,24,0.003,Truck,0
21766,365,12332,308,9,0.175,Truck,0
21767,365,26111,274,333,0.002,SUV,1
21768,365,13027,28,42,0.003,Minivan,1
21769,365,8829,4,8,0.029,Truck,0
21770,365,14751,96,21,0.014,SUV,0
21771,365,10704,277,46,0.064,Truck,0
21772,365,12811,42,171,0.04,Car,1
21773,365,11238,117,172,0.11,Truck,0
21774,365,9499,18,10,0.002,Car,1
21775,365,9319,13,127,0,Car,0
21776,365,15273,16,128,0,Car,0
21777,365,15102,37,39,0.006,Truck,0
21778,365,13906,173,496,0.053,Truck,0
21779,365,12683,52,110,0.001,Truck,0
21780,365,14486,129,344,0.056,Minivan,0
21781,365,10991,291,0,0,Truck,0
21782,365,8529,145,118,0.021,Car,0
21783,365,17197,495,54,0.006,Truck,0
21784,365,7503,13,29,0.02,Car,0
21785,365,14610,10,143,0.016,Truck,0
21786,365,14190,3,129,0.061,SUV,0
21787,365,13739,527,276,0.023,SUV,0
21788,365,18996,505,176,0,SUV,0
21789,365,12741,27,163,0,SUV,0
21790,365,11392,57,296,0.038,Truck,1
21791,365,10409,109,15,0,SUV,0
21792,365,18799,4,117,0.003,SUV,0
21793,365,19548,96,80,0.009,Truck,0
21794,365,14952,0,29,0,SUV,0
21795,365,11318,150,75,0.142,Truck,0
21796,365,15883,538,181,0.174,SUV,0
21797,365,7086,75,47,0,Car,0
21798,365,9210,44,13,0,SUV,0
21799,365,10950,291,98,0.022,SUV,0
21800,365,9039,41,9,0.03,Truck,0
21801,365,15174,278,8,0.005,Car,0
21802,365,14261,259,2,0,Truck,0
21803,365,11031,175,209,0.018,Truck,0
21804,365,17472,35,22,0.022,Truck,0
21805,365,6973,28,6,0.212,Car,0
21806,365,19141,170,47,0.004,Car,0
21807,365,6117,25,0,0.017,SUV,0
21808,365,8253,251,9,0.002,SUV,1
21809,365,18873,197,45,0.04,Car,0
21810,365,18126,451,150,0,Truck,0
21811,365,11003,40,70,0.025,Truck,1
21812,365,8847,108,89,0,Minivan,0
21813,365,14810,155,170,0.006,Truck,0
21814,365,10822,6,66,0.18,Minivan,0
21815,365,12528,32,76,0.015,Car,0
21816,365,12732,65,68,0,Truck,0
21817,365,11966,218,18,0.002,Truck,0
21818,365,19225,200,303,0,Truck,0
21819,365,14410,70,16,0,Minivan,0
21820,365,7640,34,15,0.001,Car,0
21821,365,4813,33,23,0.195,Truck,0
21822,365,21590,124,465,0.013,Truck,1
21823,365,11732,59,28,0,SUV,1
21824,365,16773,63,3,0.008,Truck,0
21825,365,9539,154,80,0.002,Car,0
21826,365,12708,101,26,0.001,Truck,0
21827,365,15669,340,82,0.004,SUV,0
21828,365,25464,60,231,0.012,SUV,0
21829,365,15082,355,91,0.001,Truck,0
21830,365,11540,123,197,0.013,SUV,0
21831,365,16900,464,57,0.011,Car,1
21832,365,12872,528,73,0.06,Car,0
21833,365,11287,246,174,0.006,Car,0
21834,365,12153,83,25,0,Truck,0
21835,365,11318,80,8,0.007,Car,0
21836,365,13373,66,107,0.15,SUV,0
21837,365,22074,32,29,0.005,Truck,1
21838,365,14199,228,175,0.004,Truck,0
21839,365,22826,233,107,0.003,Truck,0
21840,365,8312,158,9,0,SUV,0
21841,365,10161,5,7,0,Car,0
21842,365,21213,97,5,0,Truck,0
21843,365,10955,73,218,0.02,Truck,0
21844,365,6164,19,96,0.004,SUV,0
21845,365,12525,57,385,0,Truck,0
21846,365,6758,9,14,0.002,Car,0
21847,365,12152,21,11,0.008,Truck,0
21848,365,21683,116,40,0.071,Truck,0
21849,365,8875,95,41,0.002,Car,0
21850,365,9188,124,1,0.002,Truck,1
21851,365,5165,63,33,0,Car,0
21852,365,12737,96,343,0.007,Truck,0
21853,365,9492,48,22,0.003,Car,0
21854,365,13095,227,7,0.113,SUV,0
21855,365,15795,66,137,0.017,Truck,1
21856,365,14470,357,148,0.046,Minivan,0
21857,365,14429,60,12,0.009,Truck,0
21858,365,12123,9,281,0,SUV,0
21859,365,13765,69,3,0.001,Minivan,0
21860,365,16622,84,29,0.009,Truck,0
21861,365,9699,131,67,0.001,Truck,0
21862,365,17610,192,75,0.005,Car,0
21863,365,12597,16,31,0.01,Car,0
21864,365,10282,32,31,0.043,Truck,0
21865,365,15027,241,5,0.002,Car,0
21866,365,14362,12,93,0,Car,1
21867,365,10077,17,31,0.139,Car,0
21868,365,13213,242,98,0.011,Car,0
21869,365,19523,33,4,0.013,SUV,0
21870,365,16137,107,7,0.035,Car,0
21871,365,18198,278,129,0.034,SUV,0
21872,365,12076,102,44,0.036,SUV,0
21873,365,9851,363,16,0.001,SUV,0
21874,365,9674,72,189,0,Car,0
21875,365,21511,218,617,0.004,SUV,0
21876,365,11459,121,32,0.049,Truck,0
21877,365,11348,100,58,0,Truck,1
21878,365,6342,44,52,0,Truck,0
21879,365,10525,93,27,0.156,Car,1
21880,365,21437,67,371,0.001,Minivan,0
21881,365,12818,4,23,0.076,SUV,0
21882,365,10153,23,67,0.001,Truck,0
21883,365,14882,39,75,0.023,Minivan,0
21884,365,9879,29,4,0,Car,0
21885,365,12509,150,12,0.026,Truck,0
21886,365,15912,7,21,0.053,Truck,0
21887,365,9873,167,16,0.002,SUV,0
21888,365,11733,61,21,0.001,Car,0
21889,365,14941,101,9,0.004,SUV,1
21890,365,13246,296,348,0.002,Truck,0
21891,365,9963,19,113,0.131,Car,0
21892,365,13800,95,15,0,Truck,0
21893,365,10001,82,163,0.008,Truck,0
21894,365,9748,91,157,0.036,Truck,0
21895,365,4739,45,50,0.01,Truck,0
21896,365,16113,52,124,0.002,Truck,1
21897,365,13923,129,100,0.173,Car,1
21898,365,11592,112,191,0.076,Car,0
21899,365,12896,137,69,0.016,Truck,0
21900,365,21864,48,84,0.126,Truck,1
21901,365,11098,26,6,0.001,Car,0
21902,365,8925,144,183,0,Car,0
21903,365,9089,170,12,0.036,SUV,0
21904,365,14804,562,10,0.023,Car,0
21905,365,15669,79,233,0.002,SUV,1
21906,365,14684,101,37,0.007,Truck,0
21907,365,14704,47,153,0.086,Car,0
21908,365,7776,12,37,0.036,Truck,0
21909,365,16596,146,92,0.035,SUV,0
21910,365,14193,52,176,0.149,Car,1
21911,365,20451,488,77,0.003,SUV,0
21912,365,18711,199,113,0.009,Truck,0
21913,365,21848,52,175,0.008,Car,0
21914,365,15560,163,76,0.001,Car,0
21915,365,16783,135,107,0,Car,0
21916,365,11381,134,13,0.038,Truck,1
21917,365,16741,292,144,0,Truck,1
21918,365,11133,187,51,0.029,Truck,0
21919,365,15865,96,1,0.001,Truck,0
21920,365,11983,20,91,0.177,Truck,0
21921,365,11791,87,36,0.018,Car,0
21922,365,18876,236,23,0.102,Car,0
21923,365,13982,41,18,0.176,Truck,0
21924,365,8924,79,84,0.072,Truck,0
21925,365,19794,67,8,0,SUV,0
21926,365,5647,128,6,0.39,Car,0
21927,365,10784,86,110,0.001,Minivan,0
21928,365,25443,444,243,0.033,Car,0
21929,365,12961,220,51,0,Car,0
21930,365,8594,8,1,0,Car,0
21931,365,11459,485,187,0.014,Truck,0
21932,365,15826,20,4,0,SUV,0
21933,365,19226,309,255,0.001,Car,0
21934,365,8508,104,47,0.086,Truck,0
21935,365,7918,38,176,0,Truck,0
21936,365,8423,16,100,0.014,Car,0
21937,365,15650,147,141,0.001,Car,0
21938,365,11005,78,411,0,Car,1
21939,365,9170,16,5,0,Truck,0
21940,365,6649,63,1,0.017,Car,1
21941,365,15742,10,196,0.013,Truck,0
21942,365,13474,521,104,0,Truck,0
21943,365,11820,10,215,0.013,Minivan,0
21944,365,14772,76,107,0.001,Car,0
21945,365,13170,118,16,0,SUV,0
21946,365,10389,250,72,0,Truck,0
21947,365,16725,12,38,0.044,SUV,0
21948,365,16498,289,224,0.014,SUV,0
21949,365,10555,33,125,0.001,Truck,0
21950,365,16345,392,108,0,Truck,0
21951,365,29040,12,346,0,Car,0
21952,365,8353,115,32,0.013,Car,0
21953,365,9297,663,18,0.008,SUV,0
21954,365,11626,144,103,0.042,Truck,0
21955,365,15940,682,36,0.022,Truck,0
21956,365,11524,112,4,0,Car,0
21957,365,10597,95,25,0.035,Car,0
21958,365,31973,418,89,0.008,SUV,0
21959,365,10112,16,2,0.049,SUV,0
21960,365,13059,45,78,0.002,Truck,0
21961,365,10294,0,26,0.013,Truck,0
21962,365,10087,69,69,0.009,Truck,0
21963,365,12270,111,56,0,Truck,0
21964,365,18159,274,354,0.001,Car,0
21965,365,10247,83,57,0.083,Car,1
21966,365,17526,65,28,0.15,Car,0
21967,365,15378,100,4,0.001,Minivan,0
21968,365,14670,283,214,0,Minivan,1
21969,365,8898,210,56,0.001,SUV,0
21970,365,18212,4,22,0.007,Truck,1
21971,365,18515,254,103,0.003,Truck,1
21972,365,32306,357,1532,0.002,Truck,0
21973,365,10308,52,60,0.012,Truck,0
21974,365,14577,156,204,0.031,Truck,0
21975,365,19209,41,279,0,Truck,0
21976,365,22177,337,24,0.02,Truck,0
21977,365,6134,155,91,0.059,Car,0
21978,365,13401,43,213,0,SUV,0
21979,365,11328,333,27,0.003,SUV,0
21980,365,17473,127,43,0.019,Truck,0
21981,365,22369,115,466,0.034,SUV,1
21982,365,16776,519,43,0.156,Truck,0
21983,365,11951,107,441,0.025,Car,0
21984,365,8815,32,19,0.029,Car,0
21985,365,14415,253,143,0,Truck,1
21986,365,22350,6,227,0.071,Truck,0
21987,365,19231,149,7,0.012,Truck,0
21988,365,14123,89,18,0,Minivan,0
21989,365,13886,36,250,0.037,SUV,0
21990,365,6594,32,64,0.036,Car,0
21991,365,19308,399,105,0.024,Truck,1
21992,365,11285,195,1,0.084,Car,1
21993,365,10176,13,0,0.014,SUV,0
21994,365,6489,34,23,0.065,Minivan,0
21995,365,12142,128,179,0,Truck,0
21996,365,9668,9,6,0.032,SUV,0
21997,365,13550,91,13,0.023,Truck,0
21998,365,9861,251,9,0.029,Truck,0
21999,365,8328,99,72,0.073,Truck,0
22000,365,16739,83,37,0.089,Truck,0
